CustomerID,Gender,Age,AnnualIncome,SpendingScore,TransactionsPerMonth,RecencyDays,City
8150,Female,55,39367,15,8,70,Mumbai
8151,Female,44,31755,80,37,314,Chennai
8152,Female,55,121029,84,24,198,Chennai
8153,Female,52,73751,10,25,345,Kolkata
8154,Female,27,107286,42,25,284,Chennai
8155,Female,29,33025,26,14,231,Bengaluru
8156,Female,27,24887,49,36,193,Kolkata
8157,Male,51,80675,23,15,168,Hyderabad
8158,Female,41,99194,64,32,88,Mumbai
8159,Male,45,69348,17,2,115,Delhi
8160,Female,39,90762,34,21,138,Hyderabad
8161,Female,62,121132,57,4,76,Chennai
8162,Female,33,131335,86,29,293,Chennai
8163,Female,30,89524,4,29,227,Chennai
8164,Male,53,74884,71,23,316,Chennai
8165,Male,53,41663,69,3,91,Mumbai
8166,Female,60,104389,95,21,77,Bengaluru
8167,Male,40,38014,83,16,350,Hyderabad
8168,Female,31,34239,68,20,323,Mumbai
8169,Female,49,56046,50,35,180,Mumbai
8170,Male,20,38422,86,5,190,Mumbai
8171,Male,44,41816,67,26,242,Mumbai
8172,Female,36,47055,87,7,29,Mumbai
8173,Female,39,74173,68,16,286,Mumbai
8174,Male,18,139018,88,17,150,Mumbai
8175,Female,22,26470,59,2,337,Bengaluru
8176,Male,66,108997,78,12,309,Bengaluru
8177,Female,50,65534,63,13,219,Kolkata
8178,Female,68,145355,67,5,278,Mumbai
8179,Male,36,90297,85,16,305,Chennai
8180,Male,53,41603,26,28,46,Delhi
8181,Male,68,146189,1,8,11,Mumbai
8182,Female,23,80522,94,28,16,Hyderabad
8183,Female,32,76153,68,8,182,Hyderabad
8184,Female,53,119691,78,29,185,Mumbai
8185,Female,50,135329,18,18,36,Bengaluru
8186,Male,41,133450,12,16,51,Kolkata
8187,Female,44,41996,38,26,150,Hyderabad
8188,Female,66,59978,42,22,259,Bengaluru
8189,Female,28,118878,36,15,291,Delhi
8190,Male,66,146024,16,13,113,Chennai
8191,Female,40,95449,65,22,294,Bengaluru
8192,Female,50,61978,67,21,362,Hyderabad
8193,Male,58,60564,39,24,55,Kolkata
8194,Female,63,49999,99,1,294,Delhi
8195,Female,64,51748,59,29,216,Chennai
8196,Male,46,81402,79,1,162,Kolkata
8197,Female,48,52331,38,1,11,Kolkata
8198,Female,18,149826,16,9,207,Bengaluru
8199,Female,51,64380,81,21,270,Chennai
8200,Male,35,77743,98,14,337,Delhi
8201,Female,35,73842,74,28,21,Delhi
8202,Female,23,119760,11,18,107,Mumbai
8203,Male,69,119899,28,33,102,Mumbai
8204,Male,57,84618,91,2,342,Bengaluru
8205,Female,18,110228,82,34,60,Hyderabad
8206,Female,64,27986,94,24,34,Mumbai
8207,Female,59,143262,77,19,65,Bengaluru
8208,Female,47,98682,80,2,215,Chennai
8209,Male,21,136817,2,6,260,Delhi
8210,Female,49,62810,20,15,361,Mumbai
8211,Male,27,119135,76,11,235,Bengaluru
8212,Male,60,106888,93,16,312,Kolkata
8213,Female,22,80044,72,21,70,Kolkata
8214,Female,26,96509,38,27,336,Delhi
8215,Male,22,72633,56,22,10,Chennai
8216,Male,28,38501,84,3,291,Mumbai
8217,Female,52,40866,99,3,216,Mumbai
8218,Male,44,38390,39,21,252,Chennai
8219,Female,21,129067,31,6,332,Kolkata
8220,Female,27,61256,80,25,191,Hyderabad
8221,Male,56,59528,23,37,97,Bengaluru
8222,Male,50,127214,34,30,219,Chennai
8223,Female,55,47712,96,39,202,Kolkata
8224,Male,25,25694,17,20,217,Delhi
8225,Female,66,149201,24,1,288,Delhi
8226,Female,41,75214,35,35,106,Hyderabad
8227,Female,56,104999,23,26,56,Chennai
8228,Male,50,41662,8,21,154,Kolkata
8229,Female,58,20010,54,10,68,Bengaluru
8230,Female,60,57648,87,29,201,Chennai
8231,Female,36,135098,21,3,90,Hyderabad
8232,Female,19,47515,19,13,11,Mumbai
8233,Female,28,96382,31,9,102,Kolkata
8234,Female,52,67258,50,16,288,Chennai
8235,Female,34,131821,71,28,187,Hyderabad
8236,Female,59,80530,24,28,231,Hyderabad
8237,Female,20,48026,46,11,137,Mumbai
8238,Female,39,36982,8,30,11,Hyderabad
8239,Female,52,37207,77,11,343,Bengaluru
8240,Male,38,77028,3,29,352,Hyderabad
8241,Female,42,128893,34,12,267,Mumbai
8242,Female,56,57985,77,8,57,Kolkata
8243,Female,19,59854,57,10,50,Chennai
8244,Male,18,97842,58,35,73,Hyderabad
8245,Female,24,85848,96,36,337,Hyderabad
8246,Male,37,129470,35,13,53,Bengaluru
8247,Female,60,92207,21,27,89,Mumbai
8248,Female,23,43084,65,2,252,Mumbai
8249,Male,53,130234,66,28,208,Kolkata
8250,Female,68,55260,57,34,110,Mumbai
8251,Male,38,62905,42,21,225,Mumbai
8252,Male,68,36614,43,6,171,Kolkata
8253,Female,63,72892,26,39,295,Mumbai
8254,Female,52,30864,67,26,42,Delhi
8255,Female,53,68114,88,36,204,Chennai
8256,Female,25,35224,26,18,153,Hyderabad
8257,Male,67,67462,8,39,78,Hyderabad
8258,Male,21,129950,47,5,222,Hyderabad
8259,Female,60,130079,37,26,266,Bengaluru
8260,Male,33,20043,72,11,216,Mumbai
8261,Male,20,60300,82,16,162,Chennai
8262,Female,24,44476,18,19,76,Hyderabad
8263,Male,19,47500,76,5,26,Kolkata
8264,Male,18,113805,36,7,35,Mumbai
8265,Female,18,76430,2,3,77,Mumbai
8266,Male,55,145150,84,25,211,Mumbai
8267,Female,68,39841,3,10,312,Bengaluru
8268,Male,24,80293,34,5,48,Chennai
8269,Female,41,58152,46,32,23,Kolkata
8270,Male,22,145198,62,32,65,Hyderabad
8271,Male,38,116467,70,5,8,Delhi
8272,Female,45,25615,57,19,231,Bengaluru
8273,Female,35,113497,10,12,226,Kolkata
8274,Female,41,118049,88,31,141,Bengaluru
8275,Female,49,107426,18,17,236,Delhi
8276,Male,62,46870,33,22,177,Bengaluru
8277,Male,50,121299,7,22,255,Hyderabad
8278,Male,27,72790,45,26,105,Chennai
8279,Female,26,65876,29,31,138,Chennai
8280,Male,66,142205,83,6,131,Hyderabad
8281,Male,50,132711,38,12,28,Hyderabad
8282,Female,50,64327,39,27,27,Chennai
8283,Female,24,137972,25,17,341,Kolkata
8284,Male,21,63302,17,10,11,Hyderabad
8285,Female,45,110282,61,5,216,Bengaluru
8286,Male,40,122645,51,4,12,Chennai
8287,Male,49,49836,37,39,7,Delhi
8288,Female,61,29831,67,15,170,Delhi
8289,Male,33,53384,24,2,352,Hyderabad
8290,Female,63,118543,82,8,317,Delhi
8291,Female,27,124356,49,16,64,Delhi
8292,Male,31,59222,90,20,284,Chennai
8293,Male,56,148415,21,24,349,Bengaluru
8294,Male,53,114605,75,35,347,Mumbai
8295,Female,51,62816,57,17,180,Delhi
8296,Male,41,61882,41,5,106,Hyderabad
8297,Female,35,74039,17,14,150,Mumbai
8298,Female,33,83346,21,14,266,Delhi
8299,Male,58,71056,68,31,135,Bengaluru
8300,Female,54,140853,96,20,191,Kolkata
8301,Male,58,146029,82,13,242,Delhi
8302,Male,42,37196,64,9,87,Hyderabad
8303,Male,25,24999,44,34,195,Bengaluru
8304,Male,41,44026,28,12,88,Hyderabad
8305,Male,37,21730,36,16,361,Hyderabad
8306,Male,65,78175,37,1,116,Hyderabad
8307,Male,47,88960,44,16,332,Hyderabad
8308,Female,37,82834,50,6,277,Hyderabad
8309,Male,35,58830,90,20,273,Bengaluru
8310,Female,21,115252,55,6,356,Chennai
8311,Female,65,116762,88,35,9,Bengaluru
8312,Female,53,87743,10,3,242,Chennai
8313,Male,23,98567,38,21,214,Kolkata
8314,Female,20,48008,49,7,224,Bengaluru
8315,Female,35,115020,72,14,187,Hyderabad
8316,Male,64,132171,2,30,325,Bengaluru
8317,Male,57,88904,44,22,122,Bengaluru
8318,Female,35,107391,35,14,196,Chennai
8319,Male,40,87763,21,25,189,Bengaluru
8320,Male,52,142327,57,3,261,Kolkata
8321,Male,23,68522,91,5,7,Bengaluru
8322,Male,43,85124,23,5,359,Delhi
8323,Female,38,50322,32,9,157,Hyderabad
8324,Male,41,128756,90,38,28,Hyderabad
8325,Male,32,32817,71,37,313,Delhi
8326,Male,44,66474,33,4,319,Kolkata
8327,Female,49,67130,17,20,211,Bengaluru
8328,Female,29,33226,72,21,49,Mumbai
8329,Male,22,129413,42,24,268,Bengaluru
8330,Male,24,130016,17,7,173,Hyderabad
8331,Female,39,51157,48,8,358,Bengaluru
8332,Male,44,106300,48,11,211,Mumbai
8333,Male,32,145588,82,9,301,Delhi
8334,Female,56,103740,57,6,65,Hyderabad
8335,Male,62,143528,61,17,163,Mumbai
8336,Male,52,20188,44,13,111,Mumbai
8337,Female,43,115933,23,17,159,Mumbai
8338,Female,40,29414,76,2,246,Chennai
8339,Male,30,123525,87,30,292,Delhi
8340,Female,43,126974,53,32,99,Hyderabad
8341,Male,20,26746,33,36,189,Delhi
8342,Male,46,34331,56,7,12,Kolkata
8343,Male,19,96790,28,16,247,Chennai
8344,Female,45,95753,23,19,210,Kolkata
8345,Female,40,101119,63,15,220,Hyderabad
8346,Male,53,57380,7,14,269,Bengaluru
8347,Male,66,136576,2,7,40,Delhi
8348,Female,23,54318,65,33,73,Chennai
8349,Female,28,35800,4,34,359,Bengaluru
8350,Female,55,115748,8,24,56,Kolkata
8351,Male,51,141747,49,35,318,Chennai
8352,Female,34,132869,29,21,57,Hyderabad
8353,Female,20,47492,82,24,143,Kolkata
8354,Male,61,118128,55,37,349,Delhi
8355,Male,63,25233,37,16,54,Chennai
8356,Male,51,42019,95,17,144,Kolkata
8357,Female,39,31447,6,29,212,Hyderabad
8358,Male,46,99572,24,18,232,Chennai
8359,Male,46,30998,79,11,80,Mumbai
8360,Male,22,52801,40,3,208,Kolkata
8361,Male,27,44871,12,18,127,Kolkata
8362,Female,27,47076,64,16,183,Kolkata
8363,Male,26,130275,46,1,123,Delhi
8364,Female,38,113688,14,27,178,Kolkata
8365,Female,30,21429,27,31,241,Kolkata
8366,Female,27,139934,37,28,116,Mumbai
8367,Male,55,30381,77,27,327,Chennai
8368,Female,28,21987,62,9,230,Bengaluru
8369,Male,21,114855,67,38,348,Hyderabad
8370,Male,63,108191,80,36,156,Bengaluru
8371,Male,48,39266,76,27,160,Bengaluru
8372,Female,66,79053,14,26,88,Mumbai
8373,Male,69,133564,98,27,8,Kolkata
8374,Male,51,129273,95,4,300,Hyderabad
8375,Male,59,97425,39,38,96,Kolkata
8376,Female,52,134550,5,12,28,Chennai
8377,Female,56,68477,76,15,124,Chennai
8378,Female,56,21547,26,30,195,Chennai
8379,Male,50,69614,81,14,135,Chennai
8380,Female,25,129811,53,8,134,Kolkata
8381,Male,49,75859,63,28,45,Mumbai
8382,Male,50,74457,11,31,14,Hyderabad
8383,Female,25,146184,33,2,173,Chennai
8384,Male,63,118817,41,15,187,Delhi
8385,Female,31,130592,40,8,83,Chennai
8386,Male,51,99086,46,5,174,Mumbai
8387,Female,25,25174,4,4,315,Delhi
8388,Male,68,121870,96,12,345,Bengaluru
8389,Male,59,40187,95,10,293,Mumbai
8390,Male,24,81031,11,4,82,Kolkata
8391,Male,30,23938,81,10,65,Chennai
8392,Male,38,80833,27,29,353,Hyderabad
8393,Female,64,21471,8,28,41,Hyderabad
8394,Male,49,77155,21,29,339,Delhi
8395,Female,28,36721,97,19,97,Mumbai
8396,Female,31,92587,5,13,271,Delhi
8397,Female,28,84305,62,34,237,Kolkata
8398,Male,19,27444,32,20,343,Delhi
8399,Male,51,113193,89,18,167,Kolkata
8400,Male,61,121716,58,36,194,Hyderabad
8401,Female,64,115335,72,1,333,Mumbai
8402,Male,34,87928,27,26,284,Hyderabad
8403,Male,31,35729,26,3,140,Mumbai
8404,Female,42,53744,40,3,269,Hyderabad
8405,Female,65,74130,29,21,3,Mumbai
8406,Female,44,128741,73,18,63,Bengaluru
8407,Female,25,115245,82,31,29,Hyderabad
8408,Female,34,56836,7,36,64,Kolkata
8409,Female,22,95431,21,31,94,Bengaluru
8410,Male,29,37255,80,8,332,Delhi
8411,Female,55,88945,67,25,341,Hyderabad
8412,Male,35,137277,96,20,126,Kolkata
8413,Male,43,32744,10,11,322,Delhi
8414,Male,48,87085,62,1,178,Hyderabad
8415,Female,54,100621,96,21,208,Delhi
8416,Male,23,64467,8,17,352,Chennai
8417,Female,58,40845,96,28,220,Mumbai
8418,Female,32,100272,4,18,145,Delhi
8419,Male,59,55389,29,29,121,Mumbai
8420,Female,66,22529,12,10,56,Delhi
8421,Male,43,63117,51,9,114,Hyderabad
8422,Male,68,76314,19,34,211,Mumbai
8423,Female,29,133045,31,20,7,Kolkata
8424,Male,58,46932,26,31,296,Mumbai
8425,Male,64,28351,6,3,257,Bengaluru
8426,Male,31,147819,29,1,170,Kolkata
8427,Female,18,128598,17,33,164,Kolkata
8428,Male,34,96536,20,8,295,Kolkata
8429,Female,50,62959,42,18,129,Mumbai
8430,Female,46,124703,47,30,240,Mumbai
8431,Male,62,120885,74,33,216,Mumbai
8432,Male,48,42949,70,22,191,Kolkata
8433,Female,25,47569,96,17,74,Delhi
8434,Female,47,132230,2,9,331,Kolkata
8435,Male,30,141793,74,22,358,Kolkata
8436,Male,33,76108,37,10,342,Chennai
8437,Female,19,39318,91,33,312,Mumbai
8438,Female,62,38695,19,39,257,Chennai
8439,Female,35,137483,41,3,41,Kolkata
8440,Female,52,100704,16,17,139,Mumbai
8441,Female,62,57096,84,9,262,Hyderabad
8442,Male,36,125127,60,36,192,Chennai
8443,Female,30,106248,57,19,237,Bengaluru
8444,Female,68,138276,64,34,209,Mumbai
8445,Male,21,105036,5,2,78,Hyderabad
8446,Male,36,139341,18,27,352,Chennai
8447,Female,67,23747,72,19,260,Kolkata
8448,Female,42,84400,13,33,251,Hyderabad
8449,Male,55,108744,74,26,47,Bengaluru
8450,Female,68,144829,36,34,349,Bengaluru
8451,Female,48,119763,19,28,298,Bengaluru
8452,Male,53,24430,31,16,101,Bengaluru
8453,Female,21,104371,93,22,291,Hyderabad
8454,Male,56,125635,23,28,153,Kolkata
8455,Male,24,48927,32,14,115,Chennai
8456,Male,33,148065,11,6,307,Bengaluru
8457,Male,65,80411,66,11,268,Hyderabad
8458,Female,22,138778,96,20,142,Kolkata
8459,Male,64,129484,5,36,288,Hyderabad
8460,Female,40,28963,95,16,306,Chennai
8461,Female,53,106961,13,6,68,Hyderabad
8462,Female,49,103031,86,8,285,Kolkata
8463,Female,41,64271,64,36,31,Delhi
8464,Female,42,98134,35,4,24,Kolkata
8465,Male,62,29786,83,34,11,Chennai
8466,Male,45,96457,29,20,127,Kolkata
8467,Male,36,62241,23,24,286,Hyderabad
8468,Male,24,115789,83,3,275,Mumbai
8469,Female,61,105505,80,28,164,Mumbai
8470,Male,58,109521,95,30,262,Bengaluru
8471,Female,34,67232,16,29,130,Chennai
8472,Female,19,31020,26,21,231,Kolkata
8473,Male,33,55141,3,27,275,Hyderabad
8474,Male,56,49461,23,25,240,Hyderabad
8475,Male,35,34352,57,3,40,Delhi
8476,Male,56,75994,9,1,146,Delhi
8477,Female,18,35344,51,23,361,Bengaluru
8478,Female,20,126837,88,5,292,Chennai
8479,Male,38,74250,33,31,312,Bengaluru
8480,Female,47,98661,78,25,308,Delhi
8481,Female,28,123027,92,35,310,Delhi
8482,Female,39,39202,24,1,312,Chennai
8483,Male,64,137613,50,15,118,Kolkata
8484,Female,42,62232,52,39,114,Bengaluru
8485,Male,20,86245,71,24,20,Delhi
8486,Male,47,26992,38,34,229,Hyderabad
8487,Female,41,119042,44,18,1,Mumbai
8488,Female,62,149200,89,25,279,Delhi
8489,Male,53,46354,56,36,294,Kolkata
8490,Female,40,98769,66,1,20,Bengaluru
8491,Female,25,132996,45,9,260,Delhi
8492,Male,21,24590,52,31,243,Hyderabad
8493,Male,67,114242,1,22,102,Mumbai
8494,Male,56,33718,87,38,197,Mumbai
8495,Male,60,108007,82,2,191,Hyderabad
8496,Female,48,122022,64,20,346,Bengaluru
8497,Female,46,33105,8,23,129,Hyderabad
8498,Male,53,126505,98,12,128,Kolkata
8499,Male,30,25081,43,10,114,Hyderabad
8500,Male,58,134358,8,32,207,Chennai
8501,Female,26,128233,29,5,336,Kolkata
8502,Male,38,137266,13,29,343,Chennai
8503,Female,68,136246,1,33,105,Chennai
8504,Male,20,112254,29,23,214,Mumbai
8505,Male,42,79967,50,36,197,Mumbai
8506,Male,42,40384,37,13,171,Delhi
8507,Female,29,90081,1,2,261,Chennai
8508,Female,46,25339,69,11,322,Bengaluru
8509,Female,28,35353,48,28,266,Bengaluru
8510,Male,69,79487,55,25,164,Chennai
8511,Female,28,143744,66,36,238,Mumbai
8512,Female,66,46376,63,18,163,Hyderabad
8513,Male,43,113564,22,39,23,Kolkata
8514,Male,31,104636,94,9,190,Mumbai
8515,Female,33,24302,11,2,303,Delhi
8516,Female,27,21809,29,36,165,Chennai
8517,Female,48,147825,3,17,240,Mumbai
8518,Female,48,114453,45,33,40,Hyderabad
8519,Male,53,25830,77,35,16,Delhi
8520,Male,27,38381,3,33,197,Mumbai
8521,Male,43,134460,74,32,267,Chennai
8522,Female,37,68637,68,20,51,Hyderabad
8523,Female,61,137619,14,30,221,Mumbai
8524,Male,26,87666,87,22,238,Kolkata
8525,Male,32,24412,81,25,336,Chennai
8526,Female,26,96420,65,11,345,Chennai
8527,Female,24,80520,57,34,323,Mumbai
8528,Male,43,75665,15,28,195,Mumbai
8529,Male,41,121100,60,35,65,Mumbai
8530,Male,29,109668,54,4,12,Hyderabad
8531,Female,37,66775,2,9,302,Mumbai
8532,Female,31,67733,82,22,352,Kolkata
8533,Female,39,42707,64,25,278,Kolkata
8534,Female,33,50478,86,21,332,Bengaluru
8535,Female,46,26745,28,25,38,Kolkata
8536,Female,49,131191,94,17,167,Mumbai
8537,Male,36,57970,77,15,230,Delhi
8538,Male,52,119859,67,7,105,Bengaluru
8539,Female,60,31882,3,32,85,Delhi
8540,Male,49,147816,53,8,190,Kolkata
8541,Female,37,97300,26,3,92,Delhi
8542,Male,68,110101,4,33,155,Chennai
8543,Female,57,89979,16,36,305,Hyderabad
8544,Male,37,33583,92,17,15,Bengaluru
8545,Male,25,61290,72,1,289,Bengaluru
8546,Female,52,73857,54,36,96,Chennai
8547,Female,59,95672,16,17,302,Delhi
8548,Male,30,106759,31,37,226,Hyderabad
8549,Male,58,40342,87,25,118,Hyderabad
8550,Female,23,73816,2,25,199,Chennai
8551,Male,64,95412,73,13,141,Mumbai
8552,Female,33,145316,91,13,181,Hyderabad
8553,Female,22,78314,45,12,167,Mumbai
8554,Male,62,20746,54,32,115,Chennai
8555,Female,68,120488,59,35,316,Delhi
8556,Male,51,44330,59,28,106,Mumbai
8557,Male,23,99588,22,20,4,Bengaluru
8558,Female,50,62344,34,28,245,Mumbai
8559,Male,32,118112,73,31,348,Delhi
8560,Female,32,48606,97,24,277,Mumbai
8561,Female,31,116537,56,11,140,Chennai
8562,Female,56,74473,34,16,77,Mumbai
8563,Male,22,29210,99,38,50,Kolkata
8564,Female,69,100615,26,17,141,Bengaluru
8565,Male,43,47154,71,5,180,Mumbai
8566,Female,65,48687,45,20,348,Chennai
8567,Female,34,92684,91,35,208,Mumbai
8568,Female,60,98391,76,14,117,Hyderabad
8569,Male,64,114052,81,26,149,Delhi
8570,Male,69,35473,21,24,183,Bengaluru
8571,Female,33,71176,43,31,10,Delhi
8572,Female,52,84579,86,18,119,Bengaluru
8573,Male,55,50285,90,39,92,Delhi
8574,Male,40,108093,39,22,157,Kolkata
8575,Male,30,62502,13,21,111,Bengaluru
8576,Female,50,34219,42,34,30,Mumbai
8577,Male,46,71863,45,25,168,Delhi
8578,Female,63,64006,87,30,177,Bengaluru
8579,Male,51,76170,51,6,131,Mumbai
8580,Female,51,132661,94,25,1,Bengaluru
8581,Female,44,78798,17,5,288,Bengaluru
8582,Female,32,59965,91,29,295,Chennai
8583,Male,67,145883,84,22,85,Chennai
8584,Male,26,54470,63,3,130,Delhi
8585,Male,43,84147,7,30,202,Mumbai
8586,Female,20,123833,55,24,159,Hyderabad
8587,Female,53,59984,4,17,146,Kolkata
8588,Male,64,65380,31,20,135,Bengaluru
8589,Female,22,125959,94,26,261,Delhi
8590,Female,37,123721,95,5,46,Chennai
8591,Female,37,134437,56,13,184,Mumbai
8592,Male,22,91860,4,39,3,Chennai
8593,Female,27,105793,82,4,141,Bengaluru
8594,Male,33,93849,84,17,67,Chennai
8595,Male,42,67227,40,35,72,Kolkata
8596,Male,61,111588,47,31,178,Chennai
8597,Male,42,134953,50,16,115,Kolkata
8598,Male,47,44603,23,34,99,Mumbai
8599,Female,31,107298,51,32,76,Kolkata
8600,Male,39,38508,38,33,280,Delhi
8601,Male,60,102351,9,8,358,Bengaluru
8602,Male,45,24974,61,30,275,Bengaluru
8603,Female,47,40161,80,3,247,Kolkata
8604,Female,36,141725,21,17,100,Mumbai
8605,Female,55,49730,9,24,82,Kolkata
8606,Female,59,98259,25,16,296,Kolkata
8607,Male,37,101009,36,20,248,Delhi
8608,Male,52,21085,43,10,127,Mumbai
8609,Female,39,108115,78,24,256,Kolkata
8610,Female,32,108179,81,7,290,Mumbai
8611,Female,28,112206,28,20,217,Kolkata
8612,Female,51,38869,64,13,124,Chennai
8613,Male,41,35771,45,29,7,Delhi
8614,Female,23,61060,56,10,75,Kolkata
8615,Female,34,140086,48,9,38,Bengaluru
8616,Female,45,95882,8,7,227,Kolkata
8617,Female,67,41462,14,33,301,Hyderabad
8618,Female,48,125506,15,24,148,Kolkata
8619,Female,53,39432,39,16,223,Bengaluru
8620,Female,26,141190,25,32,217,Mumbai
8621,Male,27,33174,63,4,130,Hyderabad
8622,Male,38,102719,59,14,37,Mumbai
8623,Male,51,49697,75,29,31,Hyderabad
8624,Male,48,72974,29,22,239,Kolkata
8625,Male,46,25611,3,23,42,Kolkata
8626,Male,60,132495,39,26,262,Chennai
8627,Female,60,42393,22,26,110,Mumbai
8628,Female,28,111407,41,22,137,Hyderabad
8629,Male,50,25263,20,3,202,Bengaluru
8630,Female,63,126930,19,17,86,Chennai
8631,Male,18,41954,13,14,181,Mumbai
8632,Female,38,149627,91,30,83,Delhi
8633,Female,40,31996,19,13,361,Kolkata
8634,Female,26,30805,80,26,230,Kolkata
8635,Female,18,94643,66,32,272,Chennai
8636,Female,38,96003,65,34,13,Hyderabad
8637,Female,39,41024,3,23,18,Kolkata
8638,Male,21,140021,24,34,169,Delhi
8639,Male,18,61607,38,12,50,Delhi
8640,Female,68,104215,2,23,106,Kolkata
8641,Male,27,97806,56,28,108,Kolkata
8642,Female,32,103351,80,19,197,Delhi
8643,Male,69,107092,93,34,219,Hyderabad
8644,Female,53,99423,37,8,128,Chennai
8645,Male,46,120665,4,34,194,Delhi
8646,Female,69,109461,78,16,41,Kolkata
8647,Male,63,32324,81,7,120,Delhi
8648,Female,22,20723,44,27,27,Kolkata
8649,Male,46,119851,45,20,187,Hyderabad
8650,Female,64,78323,81,35,321,Mumbai
8651,Female,64,93811,84,17,142,Mumbai
8652,Female,44,149923,47,28,279,Kolkata
8653,Male,42,33405,93,8,22,Chennai
8654,Male,33,146366,26,4,27,Kolkata
8655,Male,33,21365,81,33,25,Kolkata
8656,Female,53,147694,76,22,354,Delhi
8657,Male,42,77893,92,31,182,Bengaluru
8658,Female,58,146372,9,1,177,Mumbai
8659,Male,18,66427,96,14,347,Delhi
8660,Male,22,47338,98,7,341,Chennai
8661,Male,58,89389,80,8,103,Bengaluru
8662,Male,37,24682,48,8,153,Mumbai
8663,Female,22,129695,31,24,324,Mumbai
8664,Male,53,91496,55,1,313,Kolkata
8665,Male,46,44727,91,35,271,Kolkata
8666,Female,65,44073,93,8,195,Delhi
8667,Female,51,107077,1,5,139,Delhi
8668,Male,65,39882,91,32,92,Bengaluru
8669,Male,35,68232,96,1,3,Hyderabad
8670,Female,19,79556,59,2,125,Kolkata
8671,Female,33,72137,11,15,18,Chennai
8672,Female,46,65054,99,9,181,Delhi
8673,Male,50,87103,2,12,265,Delhi
8674,Male,33,44787,46,10,127,Mumbai
8675,Male,52,108589,1,24,335,Bengaluru
8676,Female,64,82181,70,19,104,Kolkata
8677,Female,60,46755,71,17,328,Hyderabad
8678,Female,59,113335,66,2,270,Hyderabad
8679,Male,34,56959,2,10,358,Chennai
8680,Female,21,95254,69,5,189,Chennai
8681,Male,66,109076,13,39,269,Delhi
8682,Female,21,110633,19,6,251,Bengaluru
8683,Male,68,108437,83,2,330,Mumbai
8684,Male,42,114058,47,8,108,Chennai
8685,Female,50,57903,1,4,222,Hyderabad
8686,Male,31,79046,99,31,342,Delhi
8687,Female,41,59519,18,36,355,Kolkata
8688,Male,28,126513,32,8,261,Delhi
8689,Female,42,31672,96,31,250,Mumbai
8690,Female,45,27174,72,17,85,Kolkata
8691,Male,24,38103,11,14,241,Bengaluru
8692,Female,66,28061,20,8,138,Hyderabad
8693,Male,53,146196,8,25,255,Kolkata
8694,Female,27,105934,92,14,152,Kolkata
8695,Female,66,118162,85,23,116,Kolkata
8696,Female,53,33265,38,17,223,Delhi
8697,Female,48,119182,6,12,237,Kolkata
8698,Male,36,127089,2,20,47,Delhi
8699,Female,35,131234,74,34,343,Chennai
8700,Female,66,59040,73,11,341,Hyderabad
8701,Male,23,115008,55,27,258,Mumbai
8702,Male,45,131046,3,9,95,Delhi
8703,Male,24,37993,66,18,130,Kolkata
8704,Male,55,78219,72,38,158,Hyderabad
8705,Male,29,92250,73,36,153,Bengaluru
8706,Male,58,115303,26,28,83,Hyderabad
8707,Female,67,57877,98,20,190,Bengaluru
8708,Male,51,146111,48,29,254,Bengaluru
8709,Female,42,148086,94,4,257,Mumbai
8710,Male,34,104368,8,15,357,Delhi
8711,Female,50,98285,67,28,191,Bengaluru
8712,Female,40,101424,75,24,187,Mumbai
8713,Female,26,120440,89,37,112,Hyderabad
8714,Male,23,36020,69,16,310,Delhi
8715,Male,19,125270,76,22,94,Delhi
8716,Male,55,54821,30,17,298,Mumbai
8717,Male,26,93299,27,1,309,Mumbai
8718,Female,20,66000,43,31,234,Chennai
8719,Male,33,52851,5,25,65,Kolkata
8720,Female,42,36025,20,12,137,Hyderabad
8721,Female,41,111551,52,20,114,Chennai
8722,Male,64,35431,21,19,199,Chennai
8723,Male,46,104588,3,5,51,Delhi
8724,Male,61,123535,41,15,218,Chennai
8725,Female,57,63179,64,25,16,Hyderabad
8726,Male,43,61658,68,35,326,Mumbai
8727,Female,55,136508,88,3,190,Delhi
8728,Male,52,50992,71,18,234,Kolkata
8729,Female,40,65585,24,22,37,Delhi
8730,Male,21,85191,52,16,185,Chennai
8731,Male,59,139102,75,15,173,Hyderabad
8732,Female,31,76401,2,5,332,Mumbai
8733,Male,64,62058,44,13,88,Hyderabad
8734,Male,56,92108,41,28,126,Bengaluru
8735,Male,24,76779,70,10,273,Hyderabad
8736,Male,25,55662,7,16,254,Bengaluru
8737,Male,59,56185,38,2,293,Delhi
8738,Male,68,102168,82,36,285,Hyderabad
8739,Male,36,27810,45,25,321,Hyderabad
8740,Female,19,98210,9,5,236,Hyderabad
8741,Female,64,128453,53,28,206,Chennai
8742,Male,18,71042,28,17,113,Delhi
8743,Male,59,93416,19,2,267,Hyderabad
8744,Male,55,98186,68,15,224,Mumbai
8745,Female,30,146247,4,38,276,Delhi
8746,Female,59,54883,13,29,194,Hyderabad
8747,Male,61,59349,92,23,352,Kolkata
8748,Female,41,72215,11,18,50,Mumbai
8749,Male,49,58419,2,14,41,Kolkata
8750,Male,47,87342,70,32,10,Chennai
8751,Male,23,125604,12,6,181,Mumbai
8752,Male,55,84806,37,28,356,Delhi
8753,Female,50,44871,56,18,177,Delhi
8754,Female,61,71846,88,35,108,Bengaluru
8755,Male,40,128487,52,38,67,Bengaluru
